,titles,rates,reviews,review_id
191,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,hans****
192,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
193,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
194,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
195,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
196,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
197,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
198,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
199,레저베이션 로드,6,뺑소니 소재는 이제 그만. 명배우의 연기로 덮어도 식상하다.  보험없나? ,hans****
200,어사일럼,8,죽어야 끝난다면 불륜이 아니라 사랑이라 불러줘야 하지 않을까? ,hans****
201,더 디너,8,자식 문제 앞에선 언행일치가 어렵다. ,hans****
202,노예 12년,8,그 시절 북부지역은 지금 보다 더 흑인에 대한 편견이 없었던게 신기하다. ,hans****
203,내 마음의 풍금,9,그녀는 남자의 감동포인트를 잘 공략해 사랑을 쟁취한 연애고수. ,hans****
204,애드 아스트라,8,광활한 우주는 인간의 마음. 아버진 가까이 있는건 보지 못하고 멀리 있는 무언가를 보려고 헤매고 있다. 아들도 아버지의 허상을 동경하며 살았다. 아버지의 실체를 직접 보고 난 후 그는 현재에 최선을 다하고 있다. 미래의 행복을 찾는 나를 위한 교훈적인 영화. ,hans****
205,악마는 프라다를 입는다,8,주인공이 악마같은 보스를 만나 자신의 역량의 최대치를 끌어내며 많이 성장한것도 인정해 줘야함. ,hans****
206,탑건,9,자기 관리의 중요성을 보여주는 영화.  30년이 지났어도 탐크루즈의 건재함을 보여주기 위한 예고편. ,hans****
207,지구를 지켜라!,9,반전의 매력까지 있는 아주 잘 만든 영화인데 제목때문인지 주변에 추천하면 날 외계인으로 봄 ,hans****
208,스팅,10,작정하고 사기치면 누구도 당해 낼 재간이 없다. ,hans****
209,올드보이,8,잔인하고 불편하고 파격적이다. ,hans****
210,문신을 한 신부님,8,옷이 사람을 만든다.. ,hans****
211,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,hans****
212,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
213,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
214,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
215,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
216,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
217,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
218,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
219,올드보이,8,잔인하고 불편하고 파격적이다. ,hans****
220,문신을 한 신부님,8,옷이 사람을 만든다.. ,hans****
221,바람과 함께 사라지다,10,부와 사랑이 바람과 함께 사라졌지만 괜찮아. 나에겐  또다른 내일이 있으니까. 지금 나에게 필요한 무한긍정 마인드. ,hans****
222,플립,8,잔잔한 파도를 바라보는 느낌 ,hans****
223,벨파스트,8,어릴때 동네 물난리 났는데 혼자 신나서 튜브에 바람 넣던 일 생각난다. ,hans****
224,세컨 찬스,8,아기 엄마에게 주어진 세컨 찬스. ,hans****
225,귀향,10,나약한 여자도 엄마로 신분이 바뀌면 전사가 된다. ,hans****
226,마이 라이프,8,어제까지 죽고 싶었는데 잘 살아야겠다. ,hans****
227,혐오스런 마츠코의 일생,10,볼수록 예수님을 일본식으로 의인화한 것 같다. ,hans****
228,글루미 선데이,10,"음악, 사랑, 전쟁, 복수를 화폭에 잘 그려낸 영화 ",hans****
229,늑대사냥,1,1점도 아까운 쓰레기 영화. 징그럽기만하고 갑자기 말도 안되는 SF 판타지로 변하길래 영화관 나갈려다가 돈 아까워서 끝까지 봄. 서인국 연기가 아깝다 OO 주연을 왜죽이는겨 ,hans****
230,목격자,1,형이 왠만해선 평점 안남기는데 씝 쓰레기 영화다 더 많은 피해자가 안나오길 바란다 절대보지마라 배우가 아까운영화다 클레멘타인 또 보고싶으면 꼭 봐라 ㅅㅂ ,hans****
231,빅매치,1,1점도주기아까운 쓰레기영화다 이정재만 고생 열라한듯 ,hans****
232,어메이징 스파이더맨 2,2,전기괴물이랑 싸울때 빼고는 걍 잤다.아버지 스토리는 전개상 필요한거였지만 임팩트가 있진않았고 멜로영화인줄 알았음 명작을  망작으로 만든 영화 ,hans****
233,늑대사냥,10,억즙짜내고 공감살려고 슬픈장면만들고그런영화보다 훨씬 나은듯오히려 사람이 사람을 죽이는게 이렇게 잔인하구나 이게 청불영화지 라는생각이 들었어요 .보는내내 속이안좋긴했지만 영화보면서 결말예상되는 그런영화볼땐 돈아까웠는데. 이건 예상을 빗나가서 돈이 안아까웠어요후속작에서 어떻게 할지 기대되네요 ,hans****
234,늑대사냥,10,둠이라는 미국 게임이 있는데 이건 한국판 둠가이를 연상 시키네요 나름 재밌게 봤습니다 ,hans****
235,아바타 리마스터링,10,말해뭐합니까안보시면후회죠 시간의착각을 느낄 수 있어요.3시간짜리가 1시간처럼 느껴지는 러닝타임의 마법!!!! ,hans****
236,토르: 러브 앤 썬더,10,너무 좋았어요.영상미 대사 너무 좋고 1분도 지루한 씬이 없었어요. ,hans****
237,곤지암,10,"전 잼있었음 재미 없었다고 하는 이유에 스토리가 없다느니, 배우들이 오바한다느니하는데,전 요즘애들 상대로 강의를 하는데,요즘 애들이 실제로 그렇게 약하고 오바합니다.전 오히려 연기도 리얼하고 좋았습니다.단지...젤 나쁜 놈이 너무 고통없이.. ",hans****
238,베테랑,10,"말이 필요없음 최고!!! 괴물 봤을때의 코믹함, 살인의 추억봤을때의 긴장감등 다 재미있었음.배우들이 오바 안해서 좋고 어설픈 반전 없어서 좋고 액션 예술~액션 합이 딱딱딱  맞는게 춤추는것 같고 유아인 진짜 나쁜놈 같음최고!!!! ",hans****
239,타임 머신,7,전체적인 철학이나 영상 효과는 좋음 ,hans****
240,헌트,10,이정재 입봉작  대성공!!! ,hans****
241,비상선언,8,비행기안 부산행+감기 ,hans****
242,탑건: 매버릭,10,최고다 진심…!!!!꼭 보세요 ,rapi****
243,쥬라기 월드: 도미니언,10,메뚜기는 별로 나오지도 않은거같은데왤케 메뚜기에 관한 얘기가 많은지..? ,rapi****
244,타이타닉,10,말해뭐해 역대 최고ㅎㅎㅎㅎ ,rapi****
245,킬러들의 수다,10,개핵잼 개강추다 ㅋㅋㅋㅋ ,rapi****
246,무사,10,이거 레알 핵잼임 지금 개봉함 최소 700만 찍는다 ,rapi****
247,안시성,10,전투씬이 300+반지의 제왕 합쳐놓은 느낌 수작임 ,wjdq****
248,내부자들,10,내가 왠만하면 평점 귀찮아서 잘 안주는데이건 대박이다...!! ,wjdq****
249,존 윅,10,키아누 리브스의 개저씨 ,sh90****
250,헤라클레스 : 레전드 비긴즈,3,7점 이상준 사람들 팀킬 ,sh90****
251,인셉션,10,무슨말이 더 필요한가 최고일뿐 ,stob****
252,다크 나이트,10,최강의 적과 최고의 영화 ,stob****
253,다크 나이트 라이즈,10,이보다 화려한 화끈한 마무리          없다 ,stob****
254,도가니,10,전국민이 다봐야한다고 생각함... ,stob****
255,닌자 어쌔신,10,괜찮습니다 ! 비 대단... 워너브라더스에서 주연이라니.!!ㄷㄷ ,stob****
256,헤라클레스 : 레전드 비긴즈,3,7점 이상준 사람들 팀킬 ,orry****
257,인셉션,10,무슨말이 더 필요한가 최고일뿐 ,orry****
258,다크 나이트,10,최강의 적과 최고의 영화 ,nexs****
259,다크 나이트 라이즈,10,이보다 화려한 화끈한 마무리          없다 ,nexs****
260,도가니,10,전국민이 다봐야한다고 생각함... ,nexs****
261,닌자 어쌔신,10,괜찮습니다 ! 비 대단... 워너브라더스에서 주연이라니.!!ㄷㄷ ,nexs****
262,헌트,10,이정재 입봉작  대성공!!! ,nexs****
263,비상선언,8,비행기안 부산행+감기 ,nexs****
264,탑건: 매버릭,10,최고다 진심…!!!!꼭 보세요 ,nexs****
265,쥬라기 월드: 도미니언,10,메뚜기는 별로 나오지도 않은거같은데왤케 메뚜기에 관한 얘기가 많은지..? ,nexs****
266,타이타닉,10,말해뭐해 역대 최고ㅎㅎㅎㅎ ,nexs****
267,킬러들의 수다,10,개핵잼 개강추다 ㅋㅋㅋㅋ ,nexs****
268,무사,10,이거 레알 핵잼임 지금 개봉함 최소 700만 찍는다 ,nexs****
269,안시성,10,전투씬이 300+반지의 제왕 합쳐놓은 느낌 수작임 ,nexs****
270,내부자들,10,내가 왠만하면 평점 귀찮아서 잘 안주는데이건 대박이다...!! ,nexs****
271,존 윅,10,키아누 리브스의 개저씨 ,nexs****
272,헤라클레스 : 레전드 비긴즈,3,7점 이상준 사람들 팀킬 ,nexs****
273,인셉션,10,무슨말이 더 필요한가 최고일뿐 ,nexs****
274,다크 나이트,10,최강의 적과 최고의 영화 ,nexs****
275,다크 나이트 라이즈,10,이보다 화려한 화끈한 마무리          없다 ,nexs****
276,도가니,10,전국민이 다봐야한다고 생각함... ,nexs****
277,닌자 어쌔신,10,괜찮습니다 ! 비 대단... 워너브라더스에서 주연이라니.!!ㄷㄷ ,nexs****
278,헤라클레스 : 레전드 비긴즈,3,7점 이상준 사람들 팀킬 ,nexs****
279,인셉션,10,무슨말이 더 필요한가 최고일뿐 ,nexs****
280,다크 나이트,10,최강의 적과 최고의 영화 ,nexs****
281,다크 나이트 라이즈,10,이보다 화려한 화끈한 마무리          없다 ,nexs****
282,도가니,10,전국민이 다봐야한다고 생각함... ,nexs****
283,닌자 어쌔신,10,괜찮습니다 ! 비 대단... 워너브라더스에서 주연이라니.!!ㄷㄷ ,nexs****
284,공조2: 인터내셔날,8,현빈과 다니엘헤니가 간지나고.. 윤아가 이쁘고.. 끝 ,nexs****
285,노트북,8,한 사람만 바라보며 늙어서까지 저렇게 애틋한 사랑을 하고 싶다 ,nexs****
286,베놈 2: 렛 데어 비 카니지,7,기대 이하였습니다..  스토리의 몰입이 덜 된다고나 할까요 ,nexs****
287,탑건: 매버릭,9,이거는 정말 극장에서 봐야되요 제발 ,nexs****
288,헌트,8,일단 캐스팅이 대단하고 까메오로 나오는 배우들도.... ,nexs****
289,토르: 러브 앤 썬더,8,돈은 아깝지 않았습니다. 크리스찬베일 연기 잘하네요. ,nexs****
290,범죄도시2,9,마동석은 마동석했고 강해상은 장첸에 밀리지 않았다. ,nexs****
291,닥터 스트레인지: 대혼돈의 멀티버스,10,이정도 점수는 아닌거같은디..? 평점올린다 ,nexs****
292,스파이더맨: 노 웨이 홈,8,어렸을 적 추억이 새록새록.. 이런 선물을 주셔서 감사합니다. ,nexs****
293,관상,8,이정재.. 정말 감탄을 자아내는 연기력과 아우라가 있다. ,nexs****
294,야쿠자와 가족,9,일본 특유의 감성과.. 주인공 연기력도 훌륭하고 여운이 남는.. ,nexs****
295,맨 인 더 다크,8,영화 시작부터 끝까지 지루한 틈이 하나도 없고 정말 시간 가는 줄 모르고 봤네요. ,nexs****
296,노인을 위한 나라는 없다,8,단 한번의 배경음악없이도 이런 몰입도와 박진감을 주고 제대로된 악역을 만들어낸 영화인듯.. 철학적인 부분이 이해하기 어렵지만 잘 봤습니다. ,nexs****
297,설국열차,8,봉준호감독 스타일의 영화.. 대중성은 없지만 여운이 남는다. ,nexs****
298,트루먼 쇼,9,이제서야 봤지만.. 이 시대를 생각한다면 정말 대단한 영화임이 틀림없고 작가의 상상력또한 엄청나다. ,nexs****
299,악인전,8,배우들의 연기도 좋았고 역할들도 어울리네요. 적당히 긴장되면서 시간때우기 좋은 영화인듯. ,nexs****
300,블랙 위도우,8,중반에 조금 지루했지만 액션은 볼만했습니다. 딱 기대한 수준 ,nexs****
301,극장판 귀멸의 칼날: 무한열차편,10,무한열차편을 보기 위해서라도 귀멸의칼날은 봐야됩니다.. ,nexs****
302,테넷,8,아.. 정말 놀란스러운 영화이긴 한데 너무 이해하기 일부러 어렵게 해놓은 느낌이랄까.. ,nexs****
303,청년경찰,8,박서준과 강하늘의 케미 시간가는줄모르고봤네요 ,nexs****
304,야쿠자와 가족,9,일본 특유의 감성과.. 주인공 연기력도 훌륭하고 여운이 남는.. ,nexs****
305,맨 인 더 다크,8,영화 시작부터 끝까지 지루한 틈이 하나도 없고 정말 시간 가는 줄 모르고 봤네요. ,nexs****
306,노인을 위한 나라는 없다,8,단 한번의 배경음악없이도 이런 몰입도와 박진감을 주고 제대로된 악역을 만들어낸 영화인듯.. 철학적인 부분이 이해하기 어렵지만 잘 봤습니다. ,ojh6****
307,설국열차,8,봉준호감독 스타일의 영화.. 대중성은 없지만 여운이 남는다. ,ojh6****
308,트루먼 쇼,9,이제서야 봤지만.. 이 시대를 생각한다면 정말 대단한 영화임이 틀림없고 작가의 상상력또한 엄청나다. ,ojh6****
309,악인전,8,배우들의 연기도 좋았고 역할들도 어울리네요. 적당히 긴장되면서 시간때우기 좋은 영화인듯. ,ojh6****
310,블랙 위도우,8,중반에 조금 지루했지만 액션은 볼만했습니다. 딱 기대한 수준 ,ojh6****
311,극장판 귀멸의 칼날: 무한열차편,10,무한열차편을 보기 위해서라도 귀멸의칼날은 봐야됩니다.. ,ojh6****
312,테넷,8,아.. 정말 놀란스러운 영화이긴 한데 너무 이해하기 일부러 어렵게 해놓은 느낌이랄까.. ,ojh6****
313,청년경찰,8,박서준과 강하늘의 케미 시간가는줄모르고봤네요 ,ojh6****
314,헌트,10,한국영화 헌트보다 더 재밌어요. 진짜로~ ,ojh6****
315,제리 맥과이어,10,갠적으로 톰형 영화중 탑이라고 생각해요. 다시 봐도 감동 ,ojh6****
316,데블스 에드버킷,10,악덕 변호사놈들아 너희에게도 심판의 날이 가까워지고 있음이야 ,ojh6****
317,아메리칸 스나이퍼,10,세상 모두에게 평화를... ,ojh6****
318,길버트 그레이프,10,미국에도 이런 훌륭한 가족 영화가 있었다는걸 이제야 알게되다니... 디카프리오는 어릴때도 연기를 참 잘했네요. 잭선장으로만 알았던 조니뎁의 순수한 모습도 보기 좋았어요 ,ojh6****
319,스타 이즈 본,10,마지막 노래에 모든게 담겨 있네요. 원작도 봐야겠어요 ,ojh6****
320,헤어질 결심,4,홍상수 김기덕에 이어서 영화제 전문감독이 되시려나 봅니다.어렵고 산만하고 애매모호한게 ,ojh6****
